rnpa,name,marca,categoria,unidad,calories,protein,carbs,fat,fat_sat,fat_trans,fiber,sugar,sodium,provincia
06-003655,HELADO DE CREMA SABOR VAINILLA Y DULCE DE LECHE (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,275.0,4.83,33.33,13.33,2.83,,,31.67,86.67,Datos Alimentos Chaco 06
06-003654,HELADO DE CREMA SABOR FRUTILLA Y DULCE DE LECHE (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,275.0,4.83,33.33,13.33,2.83,,,31.67,86.67,Datos Alimentos Chaco 06
06-003653,HELADO DE CREMA-BALDE (SAN JOSÉ PELLEGRINI),SAN JOSÉ PELLEGRINI,HELADOS,g,136.67,3.33,26.67,7.0,5.67,,,20.0,165.0,Datos Alimentos Chaco 06
06-003652,PRODUCTO DE REPOSTERíA CON LEUDANTE QUíMICO CONGELADO. (LUIGI),LUIGI,MASAS Y PANADERÍA,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003651,HELADO DE AGUA - BALDE (SAN JOSÉ PELLEGRINI),SAN JOSÉ PELLEGRINI,HELADOS,g,140.0,0.0,35.0,1.33,0.0,0.0,0.0,31.67,0.0,Datos Alimentos Chaco 06
06-003650,"CERVEZA DE PURA MALTA, FUERTE, RUBIA- ELABORACION ARTESANAL (AD LIBITUM)",AD LIBITUM,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003649,"CERVEZA DE PURA MALTA, FUERTE, OSCURA - ELABORACION ARTESANAL (AD LIBITUM)",AD LIBITUM,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003647,MIEL (MIELES DEL FORTIN CUE),MIELES DEL FORTIN CUE,CONFITURAS Y DULCES,g,285.0,,70.0,,,,,70.0,,Datos Alimentos Chaco 06
06-003646,COMIDA PREPARADA CONGELADA PIZZA DE QUESO MOZZARELLA Y CEBOLLA (SARA MIA),SARA MIA,COMIDAS PREPARADAS,g,207.14,8.57,20.0,10.0,4.57,0.0,0.0,1.57,800.0,Datos Alimentos Chaco 06
06-003645,COMINO (NATUDIET),NATUDIET,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003644,HELADO DE AGUA SABOR UVA (ARAGON),ARAGON,HELADOS,g,78.33,,20.0,,,,,20.0,0.0,Datos Alimentos Chaco 06
06-003643,HELADO DE AGUA SABOR DURAZNO (ARAGÓN),ARAGÓN,HELADOS,g,78.33,,20.0,,,,,20.0,0.0,Datos Alimentos Chaco 06
06-003642,HELADO DE AGUA SABOR ANANÁ (ARAGÓN),ARAGÓN,HELADOS,g,78.33,,20.0,,,,,20.0,0.0,Datos Alimentos Chaco 06
06-003641,HELADO DE CREMA SABOR AMERICANA (BADINHO),BADINHO,HELADOS,g,205.0,3.5,26.67,8.83,5.33,,,18.33,58.33,Datos Alimentos Chaco 06
06-003640,HELADO DE CREMA SABOR DULCE DE LECHE (BADINHO),BADINHO,HELADOS,g,205.0,3.5,26.67,8.83,5.33,,,18.33,58.33,Datos Alimentos Chaco 06
06-003639,POSTRE CONGELADO SABOR: DULCE DE LECHE Y VAINILLA (BADINHO),BADINHO,HELADOS,g,190.0,3.0,28.33,7.17,4.33,,,20.0,108.33,Datos Alimentos Chaco 06
06-003638,HELADO DE LECHE SABOR AMERICANA (POLO SUR),POLO SUR,HELADOS,g,133.33,1.67,21.67,4.33,0.5,,,18.33,86.67,Datos Alimentos Chaco 06
06-003637,HELADO DE LECHE SABOR CHOCOLATE (POLO SUR),POLO SUR,HELADOS,g,133.33,1.67,21.67,4.33,0.5,,,18.33,86.67,Datos Alimentos Chaco 06
06-003636,HELADO DE LECHE SABOR DULCE DE LECHE (POLO SUR),POLO SUR,HELADOS,g,133.33,1.67,21.67,4.33,0.5,,,18.33,86.67,Datos Alimentos Chaco 06
06-003635,HELADO DE LECHE SABOR VAINILLA (POLO SUR),POLO SUR,HELADOS,g,133.33,1.67,21.67,4.33,0.5,,,18.33,86.67,Datos Alimentos Chaco 06
06-003634,BIZCOCHOS DE QUESO CRUDOS CONGELADOS (LUIGI),LUIGI,GALLETITAS Y BARRAS,g,363.33,9.0,46.67,15.0,9.0,0.33,,0.13,740.0,Datos Alimentos Chaco 06
06-003631,HELADO DE AGUA SABOR MANZANA (BADINHO),BADINHO,HELADOS,g,120.0,,25.0,,,,,15.83,9.0,Datos Alimentos Chaco 06
06-003630,HELADO DE AGUA SABOR ANANA (BADINHO),BADINHO,HELADOS,g,120.0,,25.0,,,,,15.83,9.0,Datos Alimentos Chaco 06
06-003629,HELADO DE AGUA SABOR UVA (BADINHO),BADINHO,HELADOS,g,120.0,,25.0,,,,,15.83,9.0,Datos Alimentos Chaco 06
06-003628,HELADO DE AGUA SABOR FRUTILLA (BADINHO),BADINHO,HELADOS,g,120.0,,25.0,,,,,15.83,9.0,Datos Alimentos Chaco 06
06-003626,HELADO DE AGUA SABOR NARANJA (BADHINO),BADHINO,HELADOS,g,120.0,,25.0,,,,,15.83,9.0,Datos Alimentos Chaco 06
06-003625,CHIPA CRUDO CONGELADO (FASTY),FASTY,MASAS Y PANADERÍA,g,274.0,4.0,40.0,10.0,4.0,,,,582.0,Datos Alimentos Chaco 06
06-003624,ALFAJOR CON NUEZ Y CACAO RELLENO DE DULCE DE LECHE CON BAñO DE REPOSTERíA FANTASÍA BLANCO (LA TANA),LA TANA,MASAS Y PANADERÍA,g,475.0,8.25,57.5,23.75,13.75,,0.0,45.75,100.0,Datos Alimentos Chaco 06
06-003623,"HELADO DE CREMA SABOR CHOCOLATE, FRUTILLA Y GRANIZADO (HELADOS MARCHELO)",HELADOS MARCHELO,HELADOS,g,200.0,3.67,35.0,6.5,3.5,,,33.33,86.67,Datos Alimentos Chaco 06
06-003622,"HELADO DE CREMA SABOR CHANTILLY, RECUBIERTO CON BAÑO DE REPOSTERÍA, CON DULCE DE LECHE Y CEREZA (POLO SUR)",POLO SUR,HELADOS,g,208.33,3.33,31.67,7.5,7.0,,,28.33,45.0,Datos Alimentos Chaco 06
06-003621,ALFAJOR CON CACAO Y RON  RELLENO DE DULCE DE LECHE CON BAñO DE REPOSTERíA SEMIAMARGO (LA TANA),LA TANA,MASAS Y PANADERÍA,g,462.5,5.0,62.5,20.0,12.5,,0.0,37.25,167.5,Datos Alimentos Chaco 06
06-003620,ALFAJOR CON HARINA DE  ALGARROBA Y HARINA INTEGRAL RELLENO CON DULCE DE LECHE CUBIERTO CON BAÑO DE REPOSTERIA SEMIAMARGO (LA TANA),LA TANA,MASAS Y PANADERÍA,g,430.0,6.25,57.5,20.0,9.25,,3.25,36.5,185.0,Datos Alimentos Chaco 06
06-003619,"HELADO DE CREMA SABOR AMERICANA , VAINILLA Y DULCE DE LECHE (HELADOS MARCHELO)",HELADOS MARCHELO,HELADOS,g,201.67,3.67,36.67,6.5,3.33,,,35.0,93.33,Datos Alimentos Chaco 06
06-003618,HELADO DE LECHE SABOR DULCE DE LECHE (LA PORTEÑA),LA PORTEÑA,HELADOS,g,135.0,3.0,25.0,5.5,3.17,,,20.0,68.33,Datos Alimentos Chaco 06
06-003617,"CERVEZA DE PURA MALTA, OSCURA, ELABORACIÓN ARTESANAL (CAPATAZ)",CAPATAZ,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003616,"CERVEZA DE PURA MALTA, OSCURA, ELABORACIÓN ARTESANAL (CAPATAZ)",CAPATAZ,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003615,"CERVEZA DE PURA MALTA, EXTRA,  RUBIA,  ELABORACIÓN  ARTESANAL (CAPATAZ)",CAPATAZ,BEBIDAS ALCOHÓLICAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003613,FACTURAS DE PANADERÍA CRUDAS CONGELADAS (DZ DISTRIBUIDORA ZDERO),DZ DISTRIBUIDORA ZDERO,MASAS Y PANADERÍA,g,417.5,5.5,55.0,19.25,11.5,1.07,,6.75,142.5,Datos Alimentos Chaco 06
06-003612,ALFAJOR RELLENO DE DULCE DE LECHE CON BAñO DE REPOSTERíA SEMIAMARGO (LA TANA),LA TANA,MASAS Y PANADERÍA,g,432.5,6.0,67.5,14.5,11.5,,0.0,40.0,115.0,Datos Alimentos Chaco 06
06-003611,HELADO DE CREMA SABOR AMERICANA (LUIGI),LUIGI,HELADOS,g,205.0,3.5,26.67,8.83,5.33,,,18.33,58.33,Datos Alimentos Chaco 06
06-003610,"HELADO DE LECHE SABOR  AMERICANA, RECUBIERTO CON BAÑO DE REPOSTERÍA (LA PORTEÑA)",LA PORTEÑA,HELADOS,g,241.67,2.5,31.67,11.67,2.83,,,20.0,43.33,Datos Alimentos Chaco 06
06-003609,HELADO DE AGUA SABOR NARANJA (LUIGI),LUIGI,HELADOS,g,120.0,,25.0,,,,,15.83,9.0,Datos Alimentos Chaco 06
06-003608,HELADO DE AGUA SABOR FRESA (LUIGI),LUIGI,HELADOS,g,120.0,,25.0,,,,,15.83,9.0,Datos Alimentos Chaco 06
06-003607,HELADO DE CREMA SABOR DULCE DE LECHE (LUIGI),LUIGI,HELADOS,g,205.0,3.5,26.67,8.83,5.33,,,18.33,58.33,Datos Alimentos Chaco 06
06-003606,BIZCOCHOS SALADOS CRUDOS CONGELADOS (DZ DISTRIBUIDORA ZDERO),DZ DISTRIBUIDORA ZDERO,MASAS Y PANADERÍA,g,350.0,6.5,52.5,13.5,7.0,,,2.0,520.0,Datos Alimentos Chaco 06
06-003605,PALITO (LA PORTEÑA),LA PORTEÑA,HELADOS,g,135.0,3.0,25.0,5.17,3.17,,,20.0,68.33,Datos Alimentos Chaco 06
06-003604,HELADO DE LECHE SABOR A VAINILLA (LA PORTEÑA),LA PORTEÑA,HELADOS,g,135.0,3.0,25.0,5.0,3.17,,,21.67,68.33,Datos Alimentos Chaco 06
06-003603,HELADO DE LECHE SABOR A CREMA DEL CIELO (LA PORTEÑA),LA PORTEÑA,HELADOS,g,135.0,3.0,25.0,5.0,3.17,,,21.67,68.33,Datos Alimentos Chaco 06
06-003602,CHIPÁ CRUDO GONGELADO (DZ DISTRIBUIDORA ZDERO),DZ DISTRIBUIDORA ZDERO,MASAS Y PANADERÍA,g,322.0,7.2,48.6,11.0,4.8,,,1.0,1002.0,Datos Alimentos Chaco 06
06-003601,HELADO DE AGUA SABOR FRUTILLA (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,71.67,0.0,21.67,0.0,0.0,0.0,0.0,20.0,28.33,Datos Alimentos Chaco 06
06-003600,HELADO DE AGUA SABOR ANANÁ (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,71.67,0.0,21.67,0.0,0.0,0.0,0.0,20.0,28.33,Datos Alimentos Chaco 06
06-003599,HELADO DE AGUA SABOR MANZANA VERDE (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,71.67,0.0,21.67,0.0,0.0,0.0,0.0,20.0,28.33,Datos Alimentos Chaco 06
06-003598,HELADO DE LECHE SABOR  A FRUTILLA (LA PORTEÑA),LA PORTEÑA,HELADOS,g,135.0,3.0,25.0,5.0,3.17,,,21.67,68.33,Datos Alimentos Chaco 06
06-003596,TAPAS PARA PASCUALINA (PASTILETY),PASTILETY,MASAS Y PANADERÍA,g,326.67,6.67,60.0,6.67,3.33,,,0.33,263.33,Datos Alimentos Chaco 06
06-003595,"HELADO DE CREMA SABOR CHOCOLATE, GRANIZADO Y FRUTILLA (POLO SUR)",POLO SUR,HELADOS,g,180.0,2.17,28.33,6.67,2.67,,,18.33,60.0,Datos Alimentos Chaco 06
06-003594,"HELADO DE CREMA SABOR GRANIZADO, VAINILLA Y FRUTILLA (POLO SUR)",POLO SUR,HELADOS,g,188.33,2.5,25.0,8.5,2.83,,,21.67,61.67,Datos Alimentos Chaco 06
06-003593,"HELADO DE CREMA SABOR DULCE DE LECHE, CREMA AMERICANA Y FRUTILLA (POLO SUR)",POLO SUR,HELADOS,g,181.67,2.5,28.33,6.67,1.83,,,20.0,28.33,Datos Alimentos Chaco 06
06-003592,HELADO DE AGUA SABOR  UVA (LA PORTEÑA),LA PORTEÑA,HELADOS,g,111.67,,26.67,,,,,23.33,,Datos Alimentos Chaco 06
06-003590,HELADO DE AGUA SABOR  MANZANA (LA PORTEÑA),LA PORTEÑA,HELADOS,g,111.67,,26.67,,,,,23.33,,Datos Alimentos Chaco 06
06-003589,HELADO DE AGUA SABOR  ANANA (LA PORTEÑA),LA PORTEÑA,HELADOS,g,111.67,,26.67,,,,,23.33,,Datos Alimentos Chaco 06
06-003588,HELADO DE AGUA SABOR  CREMA DEL CIELO (LA PORTEÑA),LA PORTEÑA,HELADOS,g,111.67,,26.67,,,,,23.33,,Datos Alimentos Chaco 06
06-003587,HELADO DE AGUA SABOR  NARANJA (LA PORTEÑA),LA PORTEÑA,HELADOS,g,111.67,,26.67,,,,,23.33,,Datos Alimentos Chaco 06
06-003586,HELADO DE AGUA SABOR LIMON (LA PORTEÑA),LA PORTEÑA,HELADOS,g,111.67,,26.67,,,,,23.33,,Datos Alimentos Chaco 06
06-003585,HELADO DE AGUA SABOR MANDARINA (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,71.67,,21.67,,,,,20.0,28.33,Datos Alimentos Chaco 06
06-003584,TAPAS PARA PASTELITOS (PASTILETY),PASTILETY,MASAS Y PANADERÍA,g,326.67,6.67,53.33,10.0,0.67,,,0.17,260.0,Datos Alimentos Chaco 06
06-003582,"POSTRE CONGELADO SABOR: AMERICANA, CHOCOLATE Y DULCE DE LECHE (LUIGI)",LUIGI,HELADOS,g,193.33,3.17,31.67,8.17,4.17,,,30.0,110.0,Datos Alimentos Chaco 06
06-003581,"HELADO DE CREMA SABOR FRUTILLA, RECUBIERTO CON BAñO DE REPOSTERIA (LUIGI)",LUIGI,HELADOS,g,296.67,3.33,23.33,21.67,13.33,,,16.67,48.33,Datos Alimentos Chaco 06
06-003580,"POSTRE CONGELADO SABOR:  VAINILLA, FRUTILLA Y DULCE DE LECHE (BADINHO)",BADINHO,HELADOS,g,196.67,3.17,33.33,7.5,4.5,,,30.0,110.0,Datos Alimentos Chaco 06
06-003579,POSTRE CONGELADO SABOR: GRANIZADO VAINILLA Y DULCE DE LECHE (LUIGI),LUIGI,HELADOS,g,196.67,3.17,33.33,7.5,4.5,,,30.0,110.0,Datos Alimentos Chaco 06
06-003578,"POSTRE CONGELADO SABOR: FRUTILLA , VAINILLA Y GRANIZADO (BADINHO)",BADINHO,HELADOS,g,211.67,3.5,30.0,8.5,5.17,,,26.67,110.0,Datos Alimentos Chaco 06
06-003577,"HELADO DE CREMA SABOR DULCE DE LECHE, RECUBIERTO CON BAñO DE RESPOSTERIA (LUIGI)",LUIGI,HELADOS,g,296.67,3.33,28.33,21.67,13.33,,,25.0,48.33,Datos Alimentos Chaco 06
06-003576,HELADO DE AGUA SABOR CHANTILLY (POLO SUR),POLO SUR,HELADOS,g,103.33,,25.0,,,,,21.67,,Datos Alimentos Chaco 06
06-003575,HELADO DE AGUA SABOR LIMON (POLO SUR),POLO SUR,HELADOS,g,103.33,,25.0,,,,,21.67,,Datos Alimentos Chaco 06
06-003574,HELADO DE AGUA SABOR NARANA (POLO SUR),POLO SUR,HELADOS,g,103.33,,25.0,,,,,21.67,,Datos Alimentos Chaco 06
06-003573,HELADO DE AGUA SABOR UVA (POLO SUR),POLO SUR,HELADOS,g,103.33,,25.0,,,,,25.0,,Datos Alimentos Chaco 06
06-003572,PRODUCTO PARA COPETÍN A BASE DE SÉMOLA DE MAÍZ (OVNI),OVNI,GALLETITAS Y BARRAS,g,476.0,4.0,72.0,16.0,,,,9.6,856.0,Datos Alimentos Chaco 06
06-003571,HELADO DE LECHE SABOR DULCE DE LECHE (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,243.33,1.67,26.67,2.17,1.33,,,23.33,43.33,Datos Alimentos Chaco 06
06-003570,HELADO DE LECHE SABOR CREMA DEL CIELO (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,243.33,1.67,26.67,2.17,1.33,,,23.33,43.33,Datos Alimentos Chaco 06
06-003569,HELADO DE LECHE SABOR VAINILLA (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,243.33,1.67,26.67,2.17,1.33,,,23.33,43.33,Datos Alimentos Chaco 06
06-003568,COMIDA PREPARADA CONGELADA TARTA DE CHOCLO Y QUESO (SARA MIA),SARA MIA,COMIDAS PREPARADAS,g,184.0,7.0,24.0,7.0,3.1,0.4,,3.7,1892.0,Datos Alimentos Chaco 06
06-003567,COMIDA PREPARADA CONGELADA TARTA DE VERDURAS (SARA MIA),SARA MIA,COMIDAS PREPARADAS,g,195.71,5.71,15.71,11.43,5.14,0.43,,0.0,1455.71,Datos Alimentos Chaco 06
06-003566,COMIDA PREPARADA CONGELADA TARTA DE JAMÓN Y QUESO (SARA MIA),SARA MIA,COMIDAS PREPARADAS,g,222.86,11.43,25.71,8.0,7.57,,,0.0,1811.43,Datos Alimentos Chaco 06
06-003565,COMIDA PREPARADA CONGELADA PIZZA DE QUESO MOZZARELLA Y  CALABRESSA (SARA MÍA),SARA MÍA,COMIDAS PREPARADAS,g,282.86,12.86,27.14,12.86,6.71,,,2.0,1652.86,Datos Alimentos Chaco 06
06-003564,"COMIDA PREPARADA CONGELADA PIZZA DE QUESO MOZZARELLA, QUESO  AZUL, QUESO SARDO Y QUESO PATEGRÁS (SARA MÍA)",SARA MÍA,COMIDAS PREPARADAS,g,281.67,13.33,26.67,10.0,7.67,,,0.0,1258.33,Datos Alimentos Chaco 06
06-003563,"COMIDA PREPARADA CONGELADA PIZZA DE QUESO MOZZARELLA, JAMÓN Y MORRONES (SARA MÍA)",SARA MÍA,COMIDAS PREPARADAS,g,208.57,11.43,25.71,7.14,4.86,,,0.0,1254.29,Datos Alimentos Chaco 06
06-003562,COMIDA PREPARADA CONGELADA PIZZA DE QUESO MOZZARELLA (SARA MIA),SARA MIA,COMIDAS PREPARADAS,g,238.33,11.67,35.0,5.67,6.0,,,0.0,521.67,Datos Alimentos Chaco 06
06-003561,OREGANO (NATUDIET),NATUDIET,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003560,HELADO DE LECHE SABOR FRUTILLA (HELADOS MARCHELO),HELADOS MARCHELO,HELADOS,g,243.33,1.67,26.67,2.17,1.33,,,23.33,43.33,Datos Alimentos Chaco 06
06-003559,MEZCLAS  DE ESPECIAS (NATUDIET),NATUDIET,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003558,MEZCLAS DE ESPECIAS (NATUDIET),NATUDIET,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003557,AJI MOLIDO (NATUDIET),NATUDIET,CONDIMENTOS Y ESPECIAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003556,PRODUCTO PARA COPETÍN A BASE DE HARINA DE MAÍZ SABOR JAMÓN (OVNI),OVNI,GALLETITAS Y BARRAS,g,408.0,4.0,84.0,4.0,1.6,,,0.0,860.0,Datos Alimentos Chaco 06
06-003555,PRODUCTO PARA COPETÍN A BASE DE HARINA DE MAÍZ SABOR PIZZA (OVNI),OVNI,GALLETITAS Y BARRAS,g,476.0,4.0,72.0,16.0,2.8,,,0.0,660.0,Datos Alimentos Chaco 06
06-003554,PRODUCTO PARA COPETÍN-CONOS DE MAÍZ SABOR QUESO (OVNI),OVNI,GALLETITAS Y BARRAS,g,476.0,4.0,72.0,16.0,1.6,,,10.4,688.0,Datos Alimentos Chaco 06
06-003553,TÉ VERDE EN HEBRAS CON MENTA . (JAOCHá),JAOCHá,TÉ E INFUSIONES,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003552,"TÉ VERDE EN HEBRAS CON CúRCUMA, ANÍS, JENGIBRE, CANELA, CARDAMOMO EN GRANO Y PIMIENTA NEGRA. (JAOCHá)",JAOCHá,TÉ E INFUSIONES,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003551,"MEZCLA DE HIBISCUS EN FLORES, ANÍS, CANELA, JENGIBRE, PIMIENTA NEGRA Y CLAVO DE OLOR PARA INFUSIÓN (JAOCHá)",JAOCHá,TÉ E INFUSIONES,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003550,"Té NEGRO EN HEBRAS CON ANíS, CúRCUMA, CANELA, PIMIENTA NEGRA, CARDAMOMO EN GRANO Y CLAVO DE OLOR . (JAOCHá)",JAOCHá,TÉ E INFUSIONES,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003549,"Té NEGRO EN HEBRAS SABOR DURAZNO CON ANíS, CEDRóN, SALVIA, PIMIENTA NEGRA, CLAVO DE OLOR. (JAOCHá)",JAOCHá,TÉ E INFUSIONES,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003548,"Té NEGRO EN HEBRAS, ANíS, PIMIENTA ROSA EN GRANO, JENGIBRE, CANELA, CARDAMOMO EN GRANO Y CLAVO DE OLOR . (JAOCHá)",JAOCHá,TÉ E INFUSIONES,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003545,"HELADO DE CREMA SABOR CHANTILLY, RECUBIERTO CON BAñO DE REPOSTERíA Y CROCANTE DE MANí. (HELADOS MARCHELO)",HELADOS MARCHELO,HELADOS,g,306.67,5.0,33.33,20.0,6.67,,,31.67,40.0,Datos Alimentos Chaco 06
06-003544,"HELADO DE CREMA SABOR CHANTILLY, RECUBIERTO CON BAñO DE REPOSTERíA (HELADOS MARCHELO)",HELADOS MARCHELO,HELADOS,g,243.33,2.5,30.0,14.0,6.17,,,28.33,38.33,Datos Alimentos Chaco 06
06-003543,AGUA DE MESA ENVASADA (AGUA SI),AGUA SI,AGUAS,g,,,,,,,,,,Datos Alimentos Chaco 06
06-003542,"HELADO DE CREMA SABOR GRANIZADO,VAINILLA Y DULCE DE LECHE (HELADOS MARCHELO)",HELADOS MARCHELO,HELADOS,g,201.67,3.67,36.67,6.5,3.5,,,35.0,93.33,Datos Alimentos Chaco 06
06-003541,"HELADO DE CREMA SABOR GRANIZADO,FRUTILLA Y DULCE DE LECHE (HELADOS MARCHELO)",HELADOS MARCHELO,HELADOS,g,200.0,3.67,35.0,6.5,3.5,,,33.33,86.67,Datos Alimentos Chaco 06
06-003540,COMIDA PREPARADA CONGELADA PIZZA DE QUESO MOZZARELLA Y CEBOLLA (PANATTA),PANATTA,COMIDAS PREPARADAS,g,225.0,9.25,26.25,9.12,3.25,,,0.0,517.5,Datos Alimentos Chaco 06
06-003539,"COMIDA PREPARADA CONGELADA-PIZZA DE QUESO MOZZARELLA, QUESO TYBO, QUESO PATEGRÁS Y QUESO AZUL (PANATTA)",PANATTA,COMIDAS PREPARADAS,g,257.14,14.29,25.71,10.71,6.14,,,0.0,611.43,Datos Alimentos Chaco 06
06-003538,"COMIDA PREPARADA CONGELADA PIZZA DE MOZZARELLA, TOMATES, ACEITUNAS VERDES Y ALBAHACA (PANATTA)",PANATTA,COMIDAS PREPARADAS,g,238.75,8.75,33.75,7.88,5.5,,,0.75,595.0,Datos Alimentos Chaco 06
06-003537,"COMIDA PREPARADA CONGELADA - PIZZA DE  MOZZARELLA, JAMÓN Y MORRONES (PANATTA)",PANATTA,COMIDAS PREPARADAS,g,260.0,11.43,31.43,10.0,5.29,,,0.71,807.14,Datos Alimentos Chaco 06
06-003536,COMIDA PREPARADA CONGELADA - PIZZA DE MOZZARELLA (PANATTA),PANATTA,COMIDAS PREPARADAS,g,272.86,14.29,27.14,12.43,5.71,,,0.86,642.86,Datos Alimentos Chaco 06
06-003534,"POSTRE CONGELADO SABOR CHANTILLY , CHOCOLATE Y FRUTILLA. (HELADERIA PIACEPIU)",HELADERIA PIACEPIU,HELADOS,g,183.33,5.83,25.0,7.17,3.0,,,25.0,53.33,Datos Alimentos Chaco 06
06-003533,"POSTRE CONGELADO SABOR VAINILLA, DULCE DE LECHE Y FRUTILLA (HELADERIA PIACEPIU)",HELADERIA PIACEPIU,HELADOS,g,180.0,5.17,25.0,6.83,3.5,,,25.0,61.67,Datos Alimentos Chaco 06
06-003532,CHIPA CRUDO CONGELADO (PANATTA),PANATTA,MASAS Y PANADERÍA,g,340.0,5.4,64.0,7.2,6.4,,,1.2,870.0,Datos Alimentos Chaco 06
06-003531,PASTAS RELLENAS CONGELADAS CON JAMÓN Y QUESO (LA BUONA PASTA),LA BUONA PASTA,PASTAS,g,283.0,17.0,25.0,13.0,8.8,0.4,0.0,0.7,382.0,Datos Alimentos Chaco 06
06-003529,PASTAS RELLENAS CONGELADAS CON MOZZARELLA Y ALBAHACA (LA BUONA PASTA),LA BUONA PASTA,PASTAS,g,350.0,19.0,26.0,19.0,10.0,0.0,0.0,0.7,369.0,Datos Alimentos Chaco 06
06-003528,"BEBIDA SIN ALCOHOL, ARTIFICIAL, DIETÉTICA, GASIFICADA, SABOR LIMA LIMÓN (TUBITO)",TUBITO,BEBIDAS ANALCOHÓLICAS,ml,12.5,0.0,3.1,0.0,0.0,0.0,0.0,,7.0,Datos Alimentos Chaco 06
06-003523,TAPAS PARA EMPANADAS CONGELADAS (LA BUONA PASTA),LA BUONA PASTA,MASAS Y PANADERÍA,g,310.0,4.0,56.67,7.67,1.67,0.0,0.0,2.0,100.0,Datos Alimentos Chaco 06
06-003522,"TORTA DE CREMA HELADA SABOR: VAINILLA CON BASE DE PIONONO DECORADA CON SALSA DULCE SABOR CHOCOLATE,   CROCANTE Y MICROGALLETITAS (LUIGI)",LUIGI,HELADOS,g,246.67,5.0,40.0,7.67,5.33,,,35.0,108.33,Datos Alimentos Chaco 06
06-003521,TAPAS PARA PASCUALINA  CONGELADA LIBRE DE GLUTEN (LA BUONA PASTA),LA BUONA PASTA,MASAS Y PANADERÍA,g,310.0,4.33,56.67,7.67,1.67,0.0,0.0,2.0,100.0,Datos Alimentos Chaco 06
06-003519,FIDEOS AL HUEVO CONGELADOS (LA BUONA PASTA),LA BUONA PASTA,PASTAS,g,273.0,5.0,56.0,3.7,1.5,0.0,0.0,2.0,108.0,Datos Alimentos Chaco 06
06-003515,PASTAS FRESCAS ÑOQUIS DE SéMOLA (LA PILARENSE),LA PILARENSE,PASTAS,g,221.0,6.0,45.0,2.0,,,,,265.0,Datos Alimentos Chaco 06
06-003514,PASTAS FRESCAS TIPO TALLARíN (LA PILARENSE),LA PILARENSE,PASTAS,g,294.0,8.0,63.0,1.0,,,,,614.0,Datos Alimentos Chaco 06
06-003513,AJO Y PEREJIL DESHIDRATADO (BASILIA),BASILIA,CONDIMENTOS Y ESPECIAS,-,,,,,,,,,,Datos Alimentos Chaco 06
06-003512,PIMIENTA NEGRA MOLIDA (BASILIA),BASILIA,CONDIMENTOS Y ESPECIAS,-,,,,,,,,,,Datos Alimentos Chaco 06
06-003511,PIMENTÓN (BASILIA),BASILIA,CONDIMENTOS Y ESPECIAS,-,,,,,,,,,,Datos Alimentos Chaco 06
06-003510,ORÉGANO (BASILIA),BASILIA,CONDIMENTOS Y ESPECIAS,-,,,,,,,,,,Datos Alimentos Chaco 06
06-003509,MEZCLA DE ESPECIAS (BASILIA),BASILIA,CONDIMENTOS Y ESPECIAS,-,,,,,,,,,,Datos Alimentos Chaco 06
06-003508,MEZCLA DE ESPECIAS PARA PREPARAR CHIMICHURRI (BASILIA),BASILIA,CONDIMENTOS Y ESPECIAS,-,,,,,,,,,,Datos Alimentos Chaco 06
06-003507,AJí MOLIDO (BASILIA),BASILIA,CONDIMENTOS Y ESPECIAS,-,,,,,,,,,,Datos Alimentos Chaco 06
